Column,id,title,publication,date
122600,182347,Democrats in U.S. Senate try to slow Republican deregulation,Reuters,2017-05-16T00:00:00Z
122770,182690,Supreme Court tosses Republican-drawn North Carolina voting districts,Reuters,2017-05-22T00:00:00Z
122840,182812,Republican wins Montana special election despite assault charge,Reuters,2017-05-26T00:00:00Z
123008,183185,"Facing hometown anger, some Republican lawmakers split from Trump on key issues",Reuters,2017-06-03T00:00:00Z
123178,183540,Republicans take knife to post-crisis Wall Street reforms,Reuters,2017-06-08T00:00:00Z
123193,183574,Some Republican lawmakers urge Trump not to reverse Cuba opening,Reuters,2017-06-09T00:00:00Z
123206,183598,"White House, Congress Republicans nearing key tax overhaul decisions",Reuters,2017-06-09T00:00:00Z
123297,183827,"Trump hosts lunch with Republican senators, Obamacare repeal on menu",Reuters,2017-06-13T00:00:00Z
123365,183930,U.S. states could not set self-driving car rules under Republican plan,Reuters,2017-06-15T00:00:00Z
123433,184082,Republicans debating remedies for corporate tax avoidance,Reuters,2017-06-18T00:00:00Z
123440,184104,Democrats protest Senate Republican healthcare secrecy,Reuters,2017-06-20T00:00:00Z
123471,184157,Republican avoids upset in costly Georgia congressional race,Reuters,2017-06-21T00:00:00Z
123522,184232,Most Americans say Republican healthcare plan will be harmful: Reuters/Ipsos poll,Reuters,2017-06-21T00:00:00Z
123534,184267,"Senate Republicans unveil Obamacare replacement bill, but fate uncertain",Reuters,2017-06-23T00:00:00Z
123624,184489,Republican healthcare bill imperiled with 22 million seen losing insurance,Reuters,2017-06-27T00:00:00Z
123653,184546,"Facing revolt on healthcare bill, U.S. Senate Republicans delay vote",Reuters,2017-06-28T00:00:00Z
123667,184571,Republican tax code revamp hits House budget obstacle,Reuters,2017-06-27T00:00:00Z
123683,184609,"Trump to Senate Republicans: kill Obamacare now, replace later",Reuters,2017-07-01T00:00:00Z
123699,184629,Moderate Republicans warn of trouble for tax reform,Reuters,2017-06-30T00:00:00Z
123803,184840,"Republican Ben Carson’s campaign manager, 20 staff quit",Reuters,2015-12-31T00:00:00Z
123831,184890,"Republican Carson’s campaign manager, 20 staff quit",Reuters,2016-01-01T00:00:00Z
123884,184998,Republican presidential hopefuls tread lightly on Oregon militia news,Reuters,2016-01-04T00:00:00Z
123918,185049,Jeb Bush rules out third-party run if Trump wins Republican nomination,Reuters,2016-01-07T00:00:00Z
123924,185059,"Fed watching China stocks rout, Republicans slam yuan slump",Reuters,2016-01-07T00:00:00Z
123946,185091,Exclusive: Republican politicians jumped the gun on terrorism suspect’s arrest - sources,Reuters,2016-01-08T00:00:00Z
123963,185112,"Drowned out in noisy campaign, Republicans revive poverty message",Reuters,2016-01-08T00:00:00Z
123964,185113,Republican Cruz pushes back on questions about his U.S. citizenship,Reuters,2016-01-08T00:00:00Z
123980,185149,"Obama, in State of Union speech, to draw contrast with Republican ’gloom’",Reuters,2016-01-10T00:00:00Z
124052,185264,"For Republican Rubio, a moment of truth in race to lead U.S.",Reuters,2016-01-13T00:00:00Z
124060,185274,"In Republican state, Obama talks with worried American mom",Reuters,2016-01-13T00:00:00Z
124085,185312,"Trump, Cruz tensions may provide liveliest Republican debate yet",Reuters,2016-01-14T00:00:00Z
124094,185326,Republican lawmakers worry about running on Trump’s coattails,Reuters,2016-01-16T00:00:00Z
124113,185347,"Friendly no more: Trump, Cruz erupt in bitter fight at Republican debate",Reuters,2016-01-16T00:00:00Z
124172,185459,Immigration case could hurt Republican outreach to U.S. Hispanics,Reuters,2016-01-20T00:00:00Z
124192,185486,Republicans hammer on at Iran deal on presidential campaign,Reuters,2016-01-19T00:00:00Z
124256,185575,Magazine’s anti-Trump editorial spurs Republican debate,Reuters,2016-01-23T00:00:00Z
124387,185769,Trump overshadows Republican debate even as he sits it out,Reuters,2016-01-29T00:00:00Z
124411,185798,Republicans raise concerns on visa waiver bill implementation,Reuters,2016-01-28T00:00:00Z
124432,185830,"Obama to meet with Republicans Ryan, McConnell next week: White House",Reuters,2016-01-29T00:00:00Z
124472,185904,Marco Rubio becomes early hope for mainstream U.S. Republicans,Reuters,2016-02-03T00:00:00Z
124518,185969,"Obama, Republican leaders seek elusive common ground in White House meeting",Reuters,2016-02-02T00:00:00Z
124591,186074,Struggling Republican Bush brings out the big gun: his mom,Reuters,2016-02-06T00:00:00Z
124650,186185,Republican Christie assesses future of White House bid,Reuters,2016-02-10T00:00:00Z
124673,186214,Republican senator: Obama administration already has funds for Zika,Reuters,2016-02-09T00:00:00Z
124682,186224,"Republicans Christie, Fiorina drop White House bids",Reuters,2016-02-11T00:00:00Z
124740,186310,Republicans gear up for Supreme Court battle after Scalia’s death,Reuters,2016-02-16T00:00:00Z
124742,186315,"Refusing to sit on lead, Trump gets bitter in Republican debate",Reuters,2016-02-14T00:00:00Z
124751,186337,Loser! Jerk! Insults fly on Republican campaign trail ,Reuters,2016-02-13T00:00:00Z
124787,186407,Obama scolds Senate Republicans for Supreme Court threat,Reuters,2016-02-17T00:00:00Z
124789,186410,Obama says Republican campaign rhetoric troubling to outside world,Reuters,2016-02-17T00:00:00Z
124818,186447,Republican presidential race erupts into four-way battle,Reuters,2016-02-18T00:00:00Z
124872,186521,"Republican White House hopefuls Rubio, Bush battle it out in South Carolina",Reuters,2016-02-20T00:00:00Z
124890,186557,Republican candidates offer stark contrast in visions as field thins,Reuters,2016-02-22T00:00:00Z
124906,186586,"Rubio gets boost from Republican endorsements, Cruz missteps",Reuters,2016-02-23T00:00:00Z
124907,186587,Republican candidate Kasich’s ’kitchen’ comment draws scorn,Reuters,2016-02-23T00:00:00Z
124908,186588,Republican Rubio scores more endorsements for president,Reuters,2016-02-22T00:00:00Z
124930,186619,Senate Republicans rule out action on Obama high court pick,Reuters,2016-02-24T00:00:00Z
124931,186620,"Republican Rubio seeks boost in Nevada, but Trump dominates polls",Reuters,2016-02-24T00:00:00Z
124954,186650,Obama weighs Republican for Supreme Court,Reuters,2016-02-25T00:00:00Z
124972,186679,House Republicans ready legal fight against Obama’s Guantanamo plan,Reuters,2016-02-24T00:00:00Z
124975,186682,Republican Sandoval withdraws as possible Supreme Court pick,Reuters,2016-02-26T00:00:00Z
125005,186721,Trump’s march stirs growing sense of dread among U.S. Republicans,Reuters,2016-02-27T00:00:00Z
125026,186746,Exclusive: Super PACs backing Republican Cruz buy $2.4 million in ads in eight states,Reuters,2016-02-26T00:00:00Z
125041,186777,"Republicans Rubio, Cruz release taxes, piling pressure on Trump",Reuters,2016-02-28T00:00:00Z
125061,186821,Wife of ’American Sniper’ making waves in Texas Republican politics ,Reuters,2016-02-29T00:00:00Z
125076,186847,"Carson signals exit, U.S. Republicans grapple with Trump victories",Reuters,2016-03-03T00:00:00Z
125099,186876,"No breakthrough in Supreme Court dispute between Obama, Republicans",Reuters,2016-03-01T00:00:00Z
125110,186891,Trump a ’monster’ spawned by Republicans: Senate Democratic leader,Reuters,2016-03-02T00:00:00Z
125127,186917,"Republican Romney calls Trump ’a fraud,’ creates pathway to contested convention",Reuters,2016-03-04T00:00:00Z
125143,186941,Republican ’Dump Trump’ effort struggles to gain traction,Reuters,2016-03-05T00:00:00Z
125145,186944,"Republicans in tailspin, group forms to draft Ryan for U.S. president",Reuters,2016-03-04T00:00:00Z
125169,186972,"Cruz, Trump split four states in setback for Republican establishment",Reuters,2016-03-06T00:00:00Z
125213,187064,Trump’s Islam comments draw attacks as Republicans discover civility,Reuters,2016-03-12T00:00:00Z
125256,187122,Republicans sue State Department for Clinton emails,Reuters,2016-03-10T00:00:00Z
125305,187189,New disturbance at Trump rally as crucial Republican contests near,Reuters,2016-03-13T00:00:00Z
125306,187190,Some Hispanic Republicans fear for party’s future if Trump wins in Florida,Reuters,2016-03-11T00:00:00Z
125340,187249,"Trump warns of riots, pulls plug on Republican presidential debate",Reuters,2016-03-16T00:00:00Z
125355,187267,Republican Party gears up to fight Obama court nominee,Reuters,2016-03-15T00:00:00Z
125383,187303,Obama picks centrist high court nominee; Republicans unmoved,Reuters,2016-03-17T00:00:00Z
125401,187330,Chances of Republican brokered convention up since Super Tuesday: PredictIt,Reuters,2016-03-16T00:00:00Z
125404,187337,House Speaker Ryan says contested Republican convention more likely,Reuters,2016-03-17T00:00:00Z
125430,187378,Obama allies to press Republicans on high court nomination,Reuters,2016-03-19T00:00:00Z
125439,187394,"Romney offers vote, little else, to Cruz in Republican election battle",Reuters,2016-03-19T00:00:00Z
125490,187484,Justices hostile to Virginia Republicans in black voters case,Reuters,2016-03-21T00:00:00Z
125533,187543,Cruz gets Jeb Bush backing as Republican elites try to stop Trump,Reuters,2016-03-23T00:00:00Z
125576,187607,"Republicans Cruz, Trump spar over tabloid charges of affair",Reuters,2016-03-25T00:00:00Z
125618,187698,Secret Service says ’no’ to guns at Republican convention,Reuters,2016-03-28T00:00:00Z
125651,187758,Senator Kirk criticizes fellow Republicans on Garland boycott,Reuters,2016-03-29T00:00:00Z
125682,187800,Trump meets with Republican leadership; party unity discussed,Reuters,2016-04-01T00:00:00Z
125705,187826,Republicans alarmed at talk U.S. may ease Iran trade,Reuters,2016-03-31T00:00:00Z
125715,187836,"Obama, Republicans urge Trump to soften tone",Reuters,2016-04-08T00:00:00Z
125767,187919,Republican Ryan is raising big money but not for White House race,Reuters,2016-04-04T00:00:00Z
125790,187951,"Republican Cruz crushes Trump in Wisconsin, says party will unite",Reuters,2016-04-06T00:00:00Z
125793,187956,Republican Collins’ call for Garland hearings spurned,Reuters,2016-04-06T00:00:00Z
125830,188011,Exclusive: Cruz about even with Trump in Republican presidential race - poll,Reuters,2016-04-07T00:00:00Z
125831,188012,Republicans offer bill to block potential Iran dollar use,Reuters,2016-04-06T00:00:00Z
125876,188073,Poll: Trump extends his lead among Republicans with 42 percent support,Reuters,2016-04-08T00:00:00Z
125880,188079,Exclusive: Blocking Trump could hurt Republicans in election - Reuters/Ipsos poll,Reuters,2016-04-09T00:00:00Z
125907,188135,Trump blasts ’rigged’ rules on picking Republican delegates,Reuters,2016-04-12T00:00:00Z
125930,188168,Republican Paul Ryan on 2016 presidential race: Count me out,Reuters,2016-04-13T00:00:00Z
125957,188211,"Republican, signaling a shift, says more money needed for Zika fight",Reuters,2016-04-13T00:00:00Z
126029,188305,Ted Cruz wins Wyoming Republican presidential nominating contest,Reuters,2016-04-17T00:00:00Z
126077,188408,Trump tightens grip on U.S. Republican nomination,Reuters,2016-04-20T00:00:00Z
126128,188472,Republican establishment warms to Trump after big New York win,Reuters,2016-04-20T00:00:00Z
126233,188644,"Republican Cruz, hoping to revive struggling campaign, taps Fiorina as No. 2 ",Reuters,2016-04-28T00:00:00Z
126312,188749,"Republicans, Obama immigration chief clash over criminal immigrants",Reuters,2016-04-28T00:00:00Z
126347,188793,"Facing long odds in California, Cruz courts state’s Republicans",Reuters,2016-05-01T00:00:00Z
126385,188873,Obama takes Supreme Court fight to Republican senators’ home turf,Reuters,2016-05-03T00:00:00Z
126402,188896,Republican House Speaker Ryan not ready to support Trump,Reuters,2016-05-06T00:00:00Z
126448,188970,Republican Trump’s new finance chair previously donated to Democrats,Reuters,2016-05-05T00:00:00Z
126468,189000,Republicans grapple with whether to back Trump for White House ,Reuters,2016-05-06T00:00:00Z
126528,189108,Republican Rubio distances himself from Trump VP talk,Reuters,2016-05-09T00:00:00Z
126567,189163,White House prods Senate on Garland amid Republican blockade,Reuters,2016-05-10T00:00:00Z
126590,189198,Trump on best behavior as he woos Republicans but differences remain,Reuters,2016-05-13T00:00:00Z
126594,189202,"Republicans win Obamacare legal challenge, add to insurer concerns",Reuters,2016-05-12T00:00:00Z
126713,189381,Senior Republicans criticize Trump’s remarks on Hispanic judge,Reuters,2016-06-05T00:00:00Z
126796,189524,Trump’s post-Orlando message falls flat with Republican establishment,Reuters,2016-06-15T00:00:00Z
126818,189554,"Trumped by candidate’s rhetoric, Republican lawmakers at a loss for words",Reuters,2016-06-17T00:00:00Z
126956,189760,New rules give protesters more leeway at Republican convention,Reuters,2016-06-29T00:00:00Z
